geography_type,geography,time_end,estimate,lci,uci,sample_size
admin1,Arkansas,2011-12-01,0.357,0.332,0.382,4042
admin1,Arkansas,2012-01-01,0.401,0.377,0.425,3919
admin1,Arkansas,2012-02-01,0.416,0.391,0.441,3919
admin1,Arkansas,2012-03-01,0.422,0.397,0.447,3919
admin1,Arkansas,2012-04-01,0.423,0.398,0.448,3919
admin1,Arkansas,2012-05-01,0.423,0.398,0.448,3919
admin1,Arkansas,2012-08-01,0.009,0.005,0.013,3919
admin1,Arkansas,2012-09-01,0.044,0.036,0.052,3919
admin1,Arkansas,2012-10-01,0.234,0.216,0.252,3919
admin1,Arkansas,2012-11-01,0.34,0.318,0.362,3919
admin1,Arkansas,2012-12-01,0.38,0.356,0.404,3919
admin1,Arkansas,2013-01-01,0.402,0.377,0.427,4208
admin1,Arkansas,2013-02-01,0.418,0.393,0.443,4208
admin1,Arkansas,2013-03-01,0.424,0.399,0.449,4208
admin1,Arkansas,2013-04-01,0.439,0.41,0.468,4208
admin1,Arkansas,2013-05-01,0.439,0.41,0.468,4208
admin1,Arkansas,2013-09-01,0.036,0.028,0.044,4208
admin1,Arkansas,2013-10-01,0.222,0.204,0.24,4208
admin1,Arkansas,2013-11-01,0.33,0.308,0.352,4208
admin1,Arkansas,2013-12-01,0.37,0.346,0.394,4208
admin1,Arkansas,2014-01-01,0.418,0.391,0.445,3823
admin1,Arkansas,2014-02-01,0.438,0.411,0.465,3823
admin1,Arkansas,2014-03-01,0.448,0.419,0.477,3823
admin1,Arkansas,2014-04-01,0.449,0.42,0.478,3823
admin1,Arkansas,2014-05-01,0.458,0.429,0.487,3823
admin1,Arkansas,2014-07-01,0.001,0.001,0.001,3823
admin1,Arkansas,2014-09-01,0.04,0.032,0.048,3823
admin1,Arkansas,2014-10-01,0.227,0.207,0.247,3823
admin1,Arkansas,2014-11-01,0.355,0.33,0.38,3823
admin1,Arkansas,2014-12-01,0.389,0.364,0.414,3823
admin1,Arkansas,2015-01-01,0.363,0.338,0.388,3798
admin1,Arkansas,2015-02-01,0.379,0.352,0.406,3798
admin1,Arkansas,2015-03-01,0.383,0.356,0.41,3798
admin1,Arkansas,2015-04-01,0.389,0.36,0.418,3798
admin1,Arkansas,2015-05-01,0.392,0.363,0.421,3798
admin1,Arkansas,2015-08-01,0.004,0.002,0.006,3798
admin1,Arkansas,2015-09-01,0.049,0.039,0.059,3798
admin1,Arkansas,2015-10-01,0.235,0.213,0.257,3798
admin1,Arkansas,2015-11-01,0.322,0.298,0.346,3798
admin1,Arkansas,2015-12-01,0.343,0.318,0.368,3798
admin1,Arkansas,2016-01-01,0.396,0.369,0.423,4115
admin1,Arkansas,2016-02-01,0.401,0.374,0.428,4115
admin1,Arkansas,2016-03-01,0.406,0.379,0.433,4115
admin1,Arkansas,2016-04-01,0.408,0.381,0.435,4115
admin1,Arkansas,2016-05-01,0.419,0.384,0.454,4115
admin1,Arkansas,2016-08-01,0.011,0.005,0.017,4115
admin1,Arkansas,2016-09-01,0.057,0.045,0.069,4115
admin1,Arkansas,2016-10-01,0.242,0.22,0.264,4115
admin1,Arkansas,2016-11-01,0.35,0.325,0.375,4115
admin1,Arkansas,2016-12-01,0.379,0.352,0.406,4115
admin1,Arkansas,2017-01-01,0.328,0.304,0.352,4158
admin1,Arkansas,2017-02-01,0.343,0.319,0.367,4158
admin1,Arkansas,2017-03-01,0.348,0.324,0.372,4158
admin1,Arkansas,2017-04-01,0.352,0.327,0.377,4158
admin1,Arkansas,2017-05-01,0.352,0.327,0.377,4158
admin1,Arkansas,2017-09-01,0.048,0.038,0.058,4158
admin1,Arkansas,2017-10-01,0.212,0.192,0.232,4158
admin1,Arkansas,2017-11-01,0.292,0.27,0.314,4158
admin1,Arkansas,2017-12-01,0.312,0.288,0.336,4158
admin1,Arkansas,2018-01-01,0.415,0.386,0.444,2895
admin1,Arkansas,2018-02-01,0.431,0.4,0.462,2895
admin1,Arkansas,2018-03-01,0.442,0.411,0.473,2895
admin1,Arkansas,2018-04-01,0.445,0.414,0.476,2895
admin1,Arkansas,2018-05-01,0.445,0.414,0.476,2895
admin1,Arkansas,2018-07-01,0.001,0.001,0.001,2895
admin1,Arkansas,2018-09-01,0.063,0.051,0.075,2895
admin1,Arkansas,2018-10-01,0.264,0.24,0.288,2895
admin1,Arkansas,2018-11-01,0.363,0.336,0.39,2895
admin1,Arkansas,2018-12-01,0.382,0.355,0.409,2895
admin1,Arkansas,2019-01-01,0.491,0.467,0.515,4830
admin1,Arkansas,2019-02-01,0.513,0.488,0.538,4830
admin1,Arkansas,2019-03-01,0.515,0.49,0.54,4830
admin1,Arkansas,2019-04-01,0.517,0.492,0.542,4830
admin1,Arkansas,2019-05-01,0.517,0.492,0.542,4830
admin1,Arkansas,2019-08-01,0.012,0.008,0.016,4830
admin1,Arkansas,2019-09-01,0.081,0.071,0.091,4830
admin1,Arkansas,2019-10-01,0.322,0.302,0.342,4830
admin1,Arkansas,2019-11-01,0.432,0.41,0.454,4830
admin1,Arkansas,2019-12-01,0.459,0.435,0.483,4830
admin1,Arkansas,2020-01-01,0.452,0.427,0.477,3846
admin1,Arkansas,2020-02-01,0.467,0.442,0.492,3846
admin1,Arkansas,2020-03-01,0.482,0.457,0.507,3846
admin1,Arkansas,2020-04-01,0.497,0.47,0.524,3846
admin1,Arkansas,2020-05-01,0.503,0.474,0.532,3846
admin1,Arkansas,2020-08-01,0.013,0.009,0.017,3846
admin1,Arkansas,2020-09-01,0.098,0.084,0.112,3846
admin1,Arkansas,2020-10-01,0.316,0.294,0.338,3846
admin1,Arkansas,2020-11-01,0.415,0.391,0.439,3846
admin1,Arkansas,2020-12-01,0.431,0.406,0.456,3846
admin1,Arkansas,2021-01-01,0.417,0.393,0.441,4047
admin1,Arkansas,2021-02-01,0.441,0.416,0.466,4047
admin1,Arkansas,2021-03-01,0.454,0.429,0.479,4047
admin1,Arkansas,2021-04-01,0.467,0.44,0.494,4047
admin1,Arkansas,2021-05-01,0.472,0.445,0.499,4047
admin1,Arkansas,2021-08-01,0.01,0.006,0.014,4047
admin1,Arkansas,2021-09-01,0.066,0.056,0.076,4047
admin1,Arkansas,2021-10-01,0.237,0.219,0.255,4047
admin1,Arkansas,2021-11-01,0.345,0.323,0.367,4047
admin1,Arkansas,2021-12-01,0.38,0.356,0.404,4047
admin1,Arkansas,2022-01-01,0.417,0.395,0.439,4451
admin1,Arkansas,2022-02-01,0.43,0.408,0.452,4451
admin1,Arkansas,2022-03-01,0.436,0.414,0.458,4451
admin1,Arkansas,2022-04-01,0.438,0.416,0.46,4451
admin1,Arkansas,2022-05-01,0.44,0.418,0.462,4451
admin1,Arkansas,2022-07-01,0.004,0.002,0.006,4451
admin1,Arkansas,2022-08-01,0.014,0.01,0.018,4451
admin1,Arkansas,2022-09-01,0.074,0.064,0.084,4451
admin1,Arkansas,2022-10-01,0.261,0.243,0.279,4451
admin1,Arkansas,2022-11-01,0.357,0.337,0.377,4451
admin1,Arkansas,2022-12-01,0.393,0.373,0.413,4451
admin1,California,2009-01-01,0.33,0.317,0.343,12618
admin1,California,2009-02-01,0.346,0.333,0.359,12618
admin1,California,2009-03-01,0.351,0.338,0.364,12618
admin1,California,2009-04-01,0.353,0.338,0.368,12618
admin1,California,2009-05-01,0.356,0.341,0.371,12618
admin1,California,2009-08-01,0.007,0.005,0.009,12618
admin1,California,2009-09-01,0.059,0.053,0.065,12618
admin1,California,2009-10-01,0.185,0.176,0.194,12618
admin1,California,2009-11-01,0.264,0.253,0.275,12618
admin1,California,2009-12-01,0.303,0.29,0.316,12618
admin1,California,2010-01-01,0.325,0.313,0.337,13904
admin1,California,2010-02-01,0.338,0.324,0.352,13904
admin1,California,2010-03-01,0.344,0.33,0.358,13904
admin1,California,2010-04-01,0.349,0.335,0.363,13904
admin1,California,2010-05-01,0.351,0.337,0.365,13904
admin1,California,2010-08-01,0.009,0.005,0.013,13904
admin1,California,2010-09-01,0.057,0.051,0.063,13904
admin1,California,2010-10-01,0.188,0.178,0.198,13904
admin1,California,2010-11-01,0.266,0.254,0.278,13904
admin1,California,2010-12-01,0.297,0.285,0.309,13904
admin1,California,2011-01-01,0.317,0.299,0.335,8385
admin1,California,2011-02-01,0.325,0.305,0.345,8385
admin1,California,2011-03-01,0.326,0.306,0.346,8385
admin1,California,2011-04-01,0.35,0.301,0.399,8385
admin1,California,2011-05-01,0.362,0.307,0.417,8385
admin1,California,2011-08-01,0.01,0.006,0.014,8385
admin1,California,2011-09-01,0.062,0.054,0.07,8385
admin1,California,2011-10-01,0.195,0.181,0.209,8385
admin1,California,2011-11-01,0.267,0.251,0.283,8385
admin1,California,2011-12-01,0.3,0.282,0.318,8385
admin1,California,2012-01-01,0.357,0.339,0.375,7297
admin1,California,2012-02-01,0.38,0.36,0.4,7297
admin1,California,2012-03-01,0.392,0.372,0.412,7297
admin1,California,2012-04-01,0.397,0.377,0.417,7297
admin1,California,2012-05-01,0.402,0.382,0.422,7297
admin1,California,2012-08-01,0.012,0.008,0.016,7297
admin1,California,2012-09-01,0.062,0.054,0.07,7297
admin1,California,2012-10-01,0.203,0.189,0.217,7297
admin1,California,2012-11-01,0.286,0.27,0.302,7297
admin1,California,2012-12-01,0.317,0.299,0.335,7297
admin1,California,2013-08-01,0.015,0.007,0.023,3213
admin1,California,2013-09-01,0.105,0.087,0.123,3213
admin1,California,2013-10-01,0.3,0.261,0.339,3213
admin1,California,2013-11-01,0.392,0.276,0.508,3213
admin1,California,2014-01-01,0.364,0.34,0.388,7817
admin1,California,2014-02-01,0.381,0.357,0.405,7817
admin1,California,2014-03-01,0.394,0.37,0.418,7817
admin1,California,2014-04-01,0.396,0.372,0.42,7817
admin1,California,2014-05-01,0.397,0.373,0.421,7817
admin1,California,2014-07-01,0.004,0.002,0.006,7817
admin1,California,2014-08-01,0.013,0.009,0.017,7817
admin1,California,2014-09-01,0.071,0.061,0.081,7817
admin1,California,2014-10-01,0.211,0.195,0.227,7817
admin1,California,2014-11-01,0.294,0.274,0.314,7817
admin1,California,2014-12-01,0.332,0.31,0.354,7817
admin1,California,2015-01-01,0.348,0.328,0.368,7051
admin1,California,2015-02-01,0.363,0.341,0.385,7051
admin1,California,2015-03-01,0.371,0.349,0.393,7051
admin1,California,2015-04-01,0.378,0.354,0.402,7051
admin1,California,2015-05-01,0.39,0.361,0.419,7051
admin1,California,2015-08-01,0.016,0.012,0.02,7051
admin1,California,2015-09-01,0.07,0.06,0.08,7051
admin1,California,2015-10-01,0.2,0.186,0.214,7051
admin1,California,2015-11-01,0.283,0.265,0.301,7051
admin1,California,2015-12-01,0.324,0.304,0.344,7051
admin1,California,2016-01-01,0.4,0.369,0.431,4915
admin1,California,2016-02-01,0.431,0.396,0.466,4915
admin1,California,2016-03-01,0.439,0.402,0.476,4915
admin1,California,2016-04-01,0.439,0.402,0.476,4915
admin1,California,2016-05-01,0.439,0.402,0.476,4915
admin1,California,2016-08-01,0.021,0.015,0.027,4915
admin1,California,2016-09-01,0.091,0.077,0.105,4915
admin1,California,2016-10-01,0.229,0.207,0.251,4915
admin1,California,2016-11-01,0.306,0.281,0.331,4915
admin1,California,2016-12-01,0.364,0.335,0.393,4915
admin1,California,2017-01-01,0.322,0.308,0.336,8483
admin1,California,2017-02-01,0.337,0.323,0.351,8483
admin1,California,2017-03-01,0.343,0.329,0.357,8483
admin1,California,2017-04-01,0.348,0.334,0.362,8483
admin1,California,2017-05-01,0.35,0.334,0.366,8483
admin1,California,2017-07-01,0.004,0.002,0.006,8483
admin1,California,2017-08-01,0.018,0.014,0.022,8483
admin1,California,2017-09-01,0.08,0.072,0.088,8483
admin1,California,2017-10-01,0.19,0.18,0.2,8483
admin1,California,2017-11-01,0.257,0.245,0.269,8483
admin1,California,2017-12-01,0.289,0.275,0.303,8483
admin1,California,2018-01-01,0.377,0.361,0.393,7582
admin1,California,2018-02-01,0.398,0.38,0.416,7582
admin1,California,2018-03-01,0.411,0.393,0.429,7582
admin1,California,2018-04-01,0.423,0.405,0.441,7582
admin1,California,2018-05-01,0.429,0.411,0.447,7582
admin1,California,2018-08-01,0.017,0.013,0.021,7582
admin1,California,2018-09-01,0.087,0.079,0.095,7582
admin1,California,2018-10-01,0.223,0.211,0.235,7582
admin1,California,2018-11-01,0.298,0.284,0.312,7582
admin1,California,2018-12-01,0.339,0.323,0.355,7582
admin1,California,2019-01-01,0.438,0.401,0.475,4836
admin1,California,2019-02-01,0.47,0.431,0.509,4836
admin1,California,2019-03-01,0.473,0.434,0.512,4836
admin1,California,2019-04-01,0.475,0.436,0.514,4836
admin1,California,2019-05-01,0.475,0.436,0.514,4836
admin1,California,2019-08-01,0.023,0.015,0.031,4836
admin1,California,2019-09-01,0.111,0.093,0.129,4836
admin1,California,2019-10-01,0.277,0.248,0.306,4836
admin1,California,2019-11-01,0.368,0.333,0.403,4836
admin1,California,2019-12-01,0.412,0.375,0.449,4836
admin1,California,2020-01-01,0.415,0.391,0.439,4037
admin1,California,2020-02-01,0.439,0.414,0.464,4037
admin1,California,2020-03-01,0.465,0.44,0.49,4037
admin1,California,2020-04-01,0.47,0.443,0.497,4037
admin1,California,2020-05-01,0.47,0.443,0.497,4037
admin1,California,2020-08-01,0.023,0.017,0.029,4037
admin1,California,2020-09-01,0.114,0.1,0.128,4037
admin1,California,2020-10-01,0.277,0.257,0.297,4037
admin1,California,2020-11-01,0.357,0.335,0.379,4037
admin1,California,2020-12-01,0.389,0.365,0.413,4037
admin1,California,2021-01-01,0.405,0.368,0.442,2566
admin1,California,2021-02-01,0.405,0.368,0.442,2566
admin1,California,2021-03-01,0.405,0.368,0.442,2566
admin1,California,2021-04-01,0.405,0.368,0.442,2566
admin1,California,2021-05-01,0.405,0.368,0.442,2566
admin1,California,2021-07-01,0.007,0.003,0.011,2566
admin1,California,2021-08-01,0.024,0.016,0.032,2566
admin1,California,2021-09-01,0.127,0.109,0.145,2566
admin1,California,2021-10-01,0.299,0.27,0.328,2566
admin1,California,2021-11-01,0.405,0.368,0.442,2566
admin1,California,2021-12-01,0.405,0.368,0.442,2566
admin1,California,2022-01-01,0.427,0.411,0.443,8633
admin1,California,2022-02-01,0.457,0.439,0.475,8633
admin1,California,2022-03-01,0.469,0.451,0.487,8633
admin1,California,2022-04-01,0.48,0.462,0.498,8633
admin1,California,2022-05-01,0.486,0.468,0.504,8633
admin1,California,2022-07-01,0.005,0.003,0.007,8633
admin1,California,2022-08-01,0.02,0.016,0.024,8633
admin1,California,2022-09-01,0.108,0.1,0.116,8633
admin1,California,2022-10-01,0.253,0.241,0.265,8633
admin1,California,2022-11-01,0.35,0.336,0.364,8633
admin1,California,2022-12-01,0.393,0.377,0.409,8633
admin1,Colorado,2009-01-01,0.415,0.398,0.432,8540
admin1,Colorado,2009-02-01,0.424,0.407,0.441,8540
admin1,Colorado,2009-03-01,0.432,0.414,0.45,8540
admin1,Colorado,2009-04-01,0.434,0.416,0.452,8540
admin1,Colorado,2009-05-01,0.437,0.419,0.455,8540
admin1,Colorado,2009-08-01,0.01,0.006,0.014,8540
admin1,Colorado,2009-09-01,0.085,0.077,0.093,8540
admin1,Colorado,2009-10-01,0.283,0.269,0.297,8540
admin1,Colorado,2009-11-01,0.376,0.36,0.392,8540
admin1,Colorado,2009-12-01,0.4,0.383,0.417,8540
admin1,Colorado,2010-01-01,0.384,0.366,0.402,8367
admin1,Colorado,2010-02-01,0.395,0.377,0.413,8367
admin1,Colorado,2010-03-01,0.406,0.386,0.426,8367
admin1,Colorado,2010-04-01,0.413,0.393,0.433,8367
admin1,Colorado,2010-05-01,0.413,0.393,0.433,8367
admin1,Colorado,2010-08-01,0.009,0.005,0.013,8367
admin1,Colorado,2010-09-01,0.067,0.059,0.075,8367
admin1,Colorado,2010-10-01,0.261,0.245,0.277,8367
admin1,Colorado,2010-11-01,0.348,0.33,0.366,8367
admin1,Colorado,2010-12-01,0.365,0.347,0.383,8367
admin1,Colorado,2011-01-01,0.396,0.38,0.412,10123
admin1,Colorado,2011-02-01,0.412,0.394,0.43,10123
admin1,Colorado,2011-03-01,0.417,0.399,0.435,10123
admin1,Colorado,2011-04-01,0.418,0.4,0.436,10123
admin1,Colorado,2011-05-01,0.418,0.4,0.436,10123
admin1,Colorado,2011-08-01,0.01,0.006,0.014,10123
admin1,Colorado,2011-09-01,0.076,0.068,0.084,10123
admin1,Colorado,2011-10-01,0.265,0.251,0.279,10123
admin1,Colorado,2011-11-01,0.359,0.343,0.375,10123
admin1,Colorado,2011-12-01,0.377,0.361,0.393,10123
admin1,Colorado,2012-01-01,0.428,0.414,0.442,9612
admin1,Colorado,2012-02-01,0.443,0.429,0.457,9612
admin1,Colorado,2012-03-01,0.451,0.435,0.467,9612
admin1,Colorado,2012-04-01,0.452,0.436,0.468,9612
admin1,Colorado,2012-05-01,0.452,0.436,0.468,9612
admin1,Colorado,2012-08-01,0.011,0.009,0.013,9612
admin1,Colorado,2012-09-01,0.072,0.066,0.078,9612
admin1,Colorado,2012-10-01,0.269,0.257,0.281,9612
admin1,Colorado,2012-11-01,0.362,0.348,0.376,9612
admin1,Colorado,2012-12-01,0.399,0.385,0.413,9612
admin1,Colorado,2013-01-01,0.461,0.445,0.477,9994
admin1,Colorado,2013-02-01,0.475,0.459,0.491,9994
admin1,Colorado,2013-03-01,0.484,0.468,0.5,9994
admin1,Colorado,2013-04-01,0.486,0.47,0.502,9994
admin1,Colorado,2013-05-01,0.489,0.473,0.505,9994
admin1,Colorado,2013-08-01,0.014,0.01,0.018,9994
admin1,Colorado,2013-09-01,0.085,0.077,0.093,9994
admin1,Colorado,2013-10-01,0.299,0.287,0.311,9994
admin1,Colorado,2013-11-01,0.401,0.387,0.415,9994
admin1,Colorado,2013-12-01,0.435,0.421,0.449,9994
admin1,Colorado,2014-01-01,0.437,0.417,0.457,7909
admin1,Colorado,2014-02-01,0.451,0.429,0.473,7909
admin1,Colorado,2014-03-01,0.458,0.436,0.48,7909
admin1,Colorado,2014-04-01,0.459,0.437,0.481,7909
admin1,Colorado,2014-05-01,0.461,0.439,0.483,7909
admin1,Colorado,2014-07-01,0.001,0.001,0.001,7909
admin1,Colorado,2014-08-01,0.012,0.008,0.016,7909
admin1,Colorado,2014-09-01,0.076,0.068,0.084,7909
admin1,Colorado,2014-10-01,0.292,0.276,0.308,7909
admin1,Colorado,2014-11-01,0.388,0.368,0.408,7909
admin1,Colorado,2014-12-01,0.417,0.397,0.437,7909
admin1,Colorado,2015-01-01,0.417,0.401,0.433,8754
admin1,Colorado,2015-02-01,0.433,0.417,0.449,8754
admin1,Colorado,2015-03-01,0.441,0.425,0.457,8754
admin1,Colorado,2015-04-01,0.449,0.433,0.465,8754
admin1,Colorado,2015-05-01,0.453,0.435,0.471,8754
admin1,Colorado,2015-08-01,0.016,0.012,0.02,8754
admin1,Colorado,2015-09-01,0.075,0.067,0.083,8754
admin1,Colorado,2015-10-01,0.276,0.264,0.288,8754
admin1,Colorado,2015-11-01,0.367,0.353,0.381,8754
admin1,Colorado,2015-12-01,0.394,0.378,0.41,8754
admin1,Colorado,2016-01-01,0.426,0.408,0.444,7697
admin1,Colorado,2016-02-01,0.441,0.423,0.459,7697
admin1,Colorado,2016-03-01,0.452,0.434,0.47,7697
admin1,Colorado,2016-04-01,0.459,0.441,0.477,7697
admin1,Colorado,2016-05-01,0.461,0.443,0.479,7697
admin1,Colorado,2016-07-01,0.001,0.001,0.001,7697
admin1,Colorado,2016-08-01,0.013,0.009,0.017,7697
admin1,Colorado,2016-09-01,0.078,0.07,0.086,7697
admin1,Colorado,2016-10-01,0.274,0.26,0.288,7697
admin1,Colorado,2016-11-01,0.368,0.352,0.384,7697
admin1,Colorado,2016-12-01,0.394,0.378,0.41,7697
admin1,Colorado,2017-01-01,0.367,0.351,0.383,5937
admin1,Colorado,2017-02-01,0.383,0.365,0.401,5937
admin1,Colorado,2017-03-01,0.392,0.374,0.41,5937
admin1,Colorado,2017-04-01,0.4,0.382,0.418,5937
admin1,Colorado,2017-05-01,0.404,0.386,0.422,5937
admin1,Colorado,2017-08-01,0.016,0.012,0.02,5937
admin1,Colorado,2017-09-01,0.072,0.064,0.08,5937
admin1,Colorado,2017-10-01,0.242,0.228,0.256,5937
admin1,Colorado,2017-11-01,0.316,0.3,0.332,5937
admin1,Colorado,2017-12-01,0.34,0.324,0.356,5937
admin1,Colorado,2018-01-01,0.433,0.417,0.449,7325
admin1,Colorado,2018-02-01,0.454,0.438,0.47,7325
admin1,Colorado,2018-03-01,0.466,0.448,0.484,7325
admin1,Colorado,2018-04-01,0.478,0.46,0.496,7325
admin1,Colorado,2018-05-01,0.481,0.463,0.499,7325
admin1,Colorado,2018-08-01,0.013,0.009,0.017,7325
admin1,Colorado,2018-09-01,0.084,0.076,0.092,7325
admin1,Colorado,2018-10-01,0.288,0.274,0.302,7325
admin1,Colorado,2018-11-01,0.374,0.36,0.388,7325
admin1,Colorado,2018-12-01,0.407,0.391,0.423,7325
admin1,Colorado,2019-01-01,0.481,0.461,0.501,5587
admin1,Colorado,2019-02-01,0.497,0.477,0.517,5587
admin1,Colorado,2019-03-01,0.509,0.489,0.529,5587
admin1,Colorado,2019-04-01,0.513,0.493,0.533,5587
admin1,Colorado,2019-05-01,0.514,0.494,0.534,5587
admin1,Colorado,2019-08-01,0.015,0.011,0.019,5587
admin1,Colorado,2019-09-01,0.095,0.085,0.105,5587
admin1,Colorado,2019-10-01,0.304,0.288,0.32,5587
admin1,Colorado,2019-11-01,0.415,0.397,0.433,5587
admin1,Colorado,2019-12-01,0.442,0.424,0.46,5587
admin1,Colorado,2020-01-01,0.477,0.461,0.493,6306
admin1,Colorado,2020-02-01,0.487,0.471,0.503,6306
admin1,Colorado,2020-03-01,0.5,0.484,0.516,6306
admin1,Colorado,2020-04-01,0.516,0.498,0.534,6306
admin1,Colorado,2020-05-01,0.529,0.511,0.547,6306
admin1,Colorado,2020-08-01,0.018,0.014,0.022,6306
admin1,Colorado,2020-09-01,0.128,0.118,0.138,6306
admin1,Colorado,2020-10-01,0.344,0.33,0.358,6306
admin1,Colorado,2020-11-01,0.425,0.409,0.441,6306
admin1,Colorado,2020-12-01,0.456,0.44,0.472,6306
admin1,Colorado,2021-01-01,0.489,0.473,0.505,6969
admin1,Colorado,2021-02-01,0.513,0.497,0.529,6969
admin1,Colorado,2021-03-01,0.533,0.515,0.551,6969
admin1,Colorado,2021-04-01,0.543,0.525,0.561,6969
admin1,Colorado,2021-05-01,0.55,0.532,0.568,6969
admin1,Colorado,2021-08-01,0.016,0.012,0.02,6969
admin1,Colorado,2021-09-01,0.108,0.1,0.116,6969
admin1,Colorado,2021-10-01,0.314,0.3,0.328,6969
admin1,Colorado,2021-11-01,0.412,0.396,0.428,6969
admin1,Colorado,2021-12-01,0.454,0.438,0.47,6969
admin1,Colorado,2022-01-01,0.467,0.449,0.485,5391
admin1,Colorado,2022-02-01,0.483,0.465,0.501,5391
admin1,Colorado,2022-03-01,0.495,0.477,0.513,5391
admin1,Colorado,2022-04-01,0.5,0.482,0.518,5391
admin1,Colorado,2022-05-01,0.508,0.488,0.528,5391
admin1,Colorado,2022-08-01,0.017,0.013,0.021,5391
admin1,Colorado,2022-09-01,0.116,0.106,0.126,5391
admin1,Colorado,2022-10-01,0.314,0.298,0.33,5391
admin1,Colorado,2022-11-01,0.407,0.389,0.425,5391
admin1,Colorado,2022-12-01,0.438,0.42,0.456,5391
admin1,Connecticut,2009-01-01,0.423,0.399,0.447,5471
admin1,Connecticut,2009-02-01,0.429,0.405,0.453,5471
admin1,Connecticut,2009-03-01,0.438,0.413,0.463,5471
admin1,Connecticut,2009-04-01,0.439,0.414,0.464,5471
admin1,Connecticut,2009-05-01,0.439,0.414,0.464,5471
admin1,Connecticut,2009-09-01,0.071,0.061,0.081,5471
admin1,Connecticut,2009-10-01,0.259,0.24,0.278,5471
admin1,Connecticut,2009-11-01,0.37,0.348,0.392,5471
admin1,Connecticut,2009-12-01,0.405,0.383,0.427,5471
admin1,Connecticut,2010-01-01,0.42,0.398,0.442,6840
admin1,Connecticut,2010-02-01,0.427,0.405,0.449,6840
admin1,Connecticut,2010-03-01,0.431,0.409,0.453,6840
admin1,Connecticut,2010-04-01,0.433,0.409,0.457,6840
admin1,Connecticut,2010-05-01,0.433,0.409,0.457,6840
admin1,Connecticut,2010-08-01,0.005,0.003,0.007,6840
admin1,Connecticut,2010-09-01,0.052,0.044,0.06,6840
admin1,Connecticut,2010-10-01,0.241,0.225,0.257,6840
admin1,Connecticut,2010-11-01,0.374,0.354,0.394,6840
admin1,Connecticut,2010-12-01,0.401,0.381,0.421,6840
admin1,Connecticut,2011-01-01,0.407,0.387,0.427,6284
admin1,Connecticut,2011-02-01,0.417,0.395,0.439,6284
admin1,Connecticut,2011-03-01,0.418,0.396,0.44,6284
admin1,Connecticut,2011-04-01,0.421,0.399,0.443,6284
admin1,Connecticut,2011-05-01,0.422,0.4,0.444,6284
admin1,Connecticut,2011-08-01,0.009,0.005,0.013,6284
admin1,Connecticut,2011-09-01,0.064,0.054,0.074,6284
admin1,Connecticut,2011-10-01,0.267,0.249,0.285,6284
admin1,Connecticut,2011-11-01,0.366,0.346,0.386,6284
admin1,Connecticut,2011-12-01,0.389,0.369,0.409,6284
admin1,Connecticut,2012-01-01,0.388,0.366,0.41,6066
admin1,Connecticut,2012-02-01,0.401,0.377,0.425,6066
admin1,Connecticut,2012-03-01,0.408,0.384,0.432,6066
admin1,Connecticut,2012-04-01,0.412,0.388,0.436,6066
admin1,Connecticut,2012-05-01,0.412,0.388,0.436,6066
admin1,Connecticut,2012-08-01,0.008,0.004,0.012,6066
admin1,Connecticut,2012-09-01,0.058,0.05,0.066,6066
admin1,Connecticut,2012-10-01,0.229,0.213,0.245,6066
admin1,Connecticut,2012-11-01,0.331,0.311,0.351,6066
admin1,Connecticut,2012-12-01,0.362,0.342,0.382,6066
admin1,Connecticut,2013-01-01,0.44,0.413,0.467,5174
admin1,Connecticut,2013-02-01,0.452,0.425,0.479,5174
admin1,Connecticut,2013-03-01,0.467,0.438,0.496,5174
admin1,Connecticut,2013-04-01,0.467,0.438,0.496,5174
admin1,Connecticut,2013-05-01,0.467,0.438,0.496,5174
admin1,Connecticut,2013-07-01,0.001,0.001,0.001,5174
admin1,Connecticut,2013-08-01,0.007,0.003,0.011,5174
admin1,Connecticut,2013-09-01,0.061,0.049,0.073,5174
admin1,Connecticut,2013-10-01,0.276,0.254,0.298,5174
admin1,Connecticut,2013-11-01,0.391,0.366,0.416,5174
admin1,Connecticut,2013-12-01,0.417,0.392,0.442,5174
admin1,Connecticut,2014-01-01,0.463,0.439,0.487,5831
admin1,Connecticut,2014-02-01,0.469,0.445,0.493,5831
admin1,Connecticut,2014-03-01,0.472,0.447,0.497,5831
admin1,Connecticut,2014-04-01,0.484,0.457,0.511,5831
admin1,Connecticut,2014-05-01,0.489,0.462,0.516,5831
admin1,Connecticut,2014-08-01,0.008,0.004,0.012,5831
admin1,Connecticut,2014-09-01,0.066,0.056,0.076,5831
admin1,Connecticut,2014-10-01,0.297,0.277,0.317,5831
admin1,Connecticut,2014-11-01,0.404,0.38,0.428,5831
admin1,Connecticut,2014-12-01,0.442,0.418,0.466,5831
admin1,Connecticut,2015-01-01,0.454,0.436,0.472,9414
admin1,Connecticut,2015-02-01,0.465,0.447,0.483,9414
admin1,Connecticut,2015-03-01,0.473,0.453,0.493,9414
admin1,Connecticut,2015-04-01,0.474,0.454,0.494,9414
admin1,Connecticut,2015-05-01,0.478,0.458,0.498,9414
admin1,Connecticut,2015-08-01,0.01,0.008,0.012,9414
admin1,Connecticut,2015-09-01,0.071,0.063,0.079,9414
